Primary Key,Incident Number,Report Type,Report Type Description,Incident Status Code,Incident Status Description,Investigation Status,Incident Occurred,Incident Reported,Incident Location,ZIP,RPA,Zone,Location Code,Location Description,Offense Number,Offense NIBRS,Offense Description,Weapon Primary,Weapon Description,Victim Number,Domestic Related,Victim Type,Victim Description,Victim Gender,Victim Race,Victim Ethnicity,Victim County Resident,Latitude,Longitude,Mapped Location,grid
20181063362_11,20181063362,D,DISPATCHED,O,OPEN,Open,12/26/2018 15:14,12/26/2018 16:46,2ND AVE N,,,,13,"HIGHWAY, ROAD, ALLEY",1,13A,AGGRAV ASSLT - NONFAMILY-GUN,1,HANDGUN,1,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.17,-86.78,"(36.17, -86.78)",1764
20181060716_11,20181060716,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/25/2018 3:00,12/25/2018 7:08,4700 MINERS CV,37013,,,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.071,-86.669,"(36.071, -86.669)",2702
20181063977_11,20181063977,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/26/2018 5:30,12/26/2018 21:08,3400 ANDERSON RD,37013,8997,335,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.084,-86.606,"(36.084, -86.606)",3159
20181057778_12,20181057778,D,DISPATCHED,O,OPEN,Open,12/23/2018 18:00,12/23/2018 22:15,HARDING PIKE,,,,23,RESTAURANT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),2,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.13,-86.84,"(36.13, -86.84)",1253
20181060243_11,20181060243,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/24/2018 23:00,12/25/2018 1:11,600 WHISPERING HILLS DR,37211,8661,831,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Hispanic,RESIDENT,36.069,-86.73,"(36.069, -86.73)",2241
20181063248_11,20181063248,D,DISPATCHED,O,OPEN,Open,12/25/2018 21:00,12/26/2018 15:23,S 7TH ST,,,,13,"HIGHWAY, ROAD, ALLEY",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.17,-86.76,"(36.17, -86.76)",1892
20181062109_11,20181062109,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/26/2018 2:45,12/26/2018 3:34,400 WHITE BRIDGE PL,37209,5101,111,20,"PARKING LOT, GARAGE",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,UNKNOWN,36.151,-86.858,"(36.151, -86.858)",1135
20181061701_22,20181061701,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/25/2018 22:18,12/26/2018 3:22,300 WIMPOLE DR,37211,8803,315,22,"RESIDENCE, HOME",2,13A,INTENTIONAL AGGRAVATED ASSAULT,1,HANDGUN,2,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.124,-86.719,"(36.124, -86.719)",2291
20181060457_12,20181060457,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/25/2018 1:35,12/25/2018 3:20,2800 CREEKBEND DR,37207,3045,621,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),2,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.235,-86.797,"(36.235, -86.797)",1568
20181060624_11,20181060624,D,DISPATCHED,O,OPEN,Open,12/25/2018 2:51,12/25/2018 3:58,HERMAN ST,,,,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.16,-86.82,"(36.16, -86.82)",1414
20181061769_11,20181061769,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/22/2018 8:00,12/26/2018 2:37,5200 ILLINOIS AVE,37209,4629,111,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.158,-86.85,"(36.158, -86.85)",1192
20181063128_11,20181063128,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/26/2018 13:20,12/26/2018 14:20,100 MCMURRAY CIR,37211,8659,835,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.061,-86.718,"(36.061, -86.718)",2302
20181061270_11,20181061270,D,DISPATCHED,O,OPEN,Open,12/25/2018 0:00,12/25/2018 16:31,TULIP GROVE RD,,,,90,APARTMENT,1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.18,-86.59,"(36.18, -86.59)",3227
20181061582_11,20181061582,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/25/2018 20:10,12/25/2018 21:03,500 WANDA DR,37210,9039,513,22,"RESIDENCE, HOME",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Unknown,RESIDENT,36.152,-86.697,"(36.152, -86.697)",2460
20181063454_11,20181063454,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/26/2018 15:00,12/26/2018 17:35,800 BRADLEY PL,37076,9509,523,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.198,-86.6,"(36.198, -86.6)",3183
20181065492_11,20181065492,D,DISPATCHED,O,OPEN,Open,12/27/2018 7:00,12/28/2018 7:03,WOODRIDGE DR,,,,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.21,-86.79,"(36.21, -86.79)",1632
20181060524_11,20181060524,D,DISPATCHED,O,OPEN,Open,12/25/2018 1:00,12/25/2018 2:34,24TH AVE N,,,,22,"RESIDENCE, HOME",1,13A,INTENTIONAL AGGRAVATED ASSAULT,6,LETHAL/CUTTING INSTRUMENT,1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.18,-86.82,"(36.18, -86.82)",1411
20181063830_12,20181063830,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/26/2018 19:12,12/26/2018 22:36,200 N GALLATIN PIKE,37115,1701,715,13,"HIGHWAY, ROAD, ALLEY",1,13A,AGGRAV ASSLT - NONFAMILY-WEAPON,6,LETHAL/CUTTING INSTRUMENT,2,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.264,-86.711,"(36.264, -86.711)",2325
20181057942_22,20181057942,D,DISPATCHED,O,OPEN,Open,12/23/2018 19:25,12/23/2018 21:20,HAMILTON CHURCH RD,,,,8,"DEPARTMENT, DISCOUNT STORE",2,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),2,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.06,-86.63,"(36.06, -86.63)",2971
20181063280_11,20181063280,D,DISPATCHED,O,OPEN,Open,12/26/2018 14:40,12/26/2018 17:06,PIN HOOK RD,,,,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.05,-86.6,"(36.05, -86.6)",3208
20181057556_11,20181057556,D,DISPATCHED,O,OPEN,Open,8/24/2018 0:00,12/23/2018 19:49,CHERYL AVE,,,,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.26,-86.7,"(36.26, -86.7)",2441
20181059556_11,20181059556,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/24/2018 13:58,12/24/2018 15:22,1600 UNDERWOOD ST,37208,4475,613,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.174,-86.805,"(36.174, -86.805)",1523
20181061380_12,20181061380,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/25/2018 16:30,12/25/2018 19:23,200 SUSANNAH DR,37209,5235,113,22,"RESIDENCE, HOME",1,13A,INTENTIONAL AGGRAVATED ASSAULT,6,LETHAL/CUTTING INSTRUMENT,2,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.148,-86.832,"(36.148, -86.832)",1306
20181066529_11,20181066529,D,DISPATCHED,O,OPEN,Open,12/27/2018 17:43,12/27/2018 20:44,BROADWAY,,,,23,RESTAURANT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,NON RESIDENT,36.16,-86.78,"(36.16, -86.78)",1765
20181064030_12,20181064030,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/26/2018 15:00,12/26/2018 22:12,1000 THOMPSON PL,37217,8821,531,22,"RESIDENCE, HOME",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),2,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.127,-86.711,"(36.127, -86.711)",2349
20181066777_11,20181066777,D,DISPATCHED,O,OPEN,Open,12/27/2018 22:06,12/27/2018 22:46,CREEKWOOD DR,,,,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.23,-86.78,"(36.23, -86.78)",1753
20181066186_11,20181066186,D,DISPATCHED,O,OPEN,Open,12/27/2018 15:45,12/27/2018 17:48,HARDING PIKE,,,,23,RESTAURANT,1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.13,-86.84,"(36.13, -86.84)",1253
20181061551_11,20181061551,S,SUSPECT,O,OPEN,Open,12/25/2018 15:00,12/25/2018 19:49,CREEKVIEW DR,,,,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.08,-86.62,"(36.08, -86.62)",3064
20181062349_11,20181062349,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/26/2018 2:00,12/26/2018 6:20,300 S GALLATIN PIKE,37115,1605,713,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.26,-86.713,"(36.26, -86.713)",2326
20181063658_11,20181063658,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/26/2018 10:00,12/26/2018 17:57,500 31ST AVE N,37209,5303,615,22,"RESIDENCE, HOME",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.155,-86.821,"(36.155, -86.821)",1415
20181066730_12,20181066730,D,DISPATCHED,O,OPEN,Open,12/27/2018 21:30,12/27/2018 23:17,NOLENSVILLE PIKE,,,,13,"HIGHWAY, ROAD, ALLEY",1,13A,INTENTIONAL AGGRAVATED ASSAULT,8,MOTOR VEHICLE,2,No,I,INDIVIDUAL (18 AND OVER),F,W,Hispanic,RESIDENT,36.08,-86.72,"(36.08, -86.72)",2299
20181061186_11,20181061186,D,DISPATCHED,O,OPEN,Open,12/25/2018 14:08,12/25/2018 14:49,28TH AVE N,,,,22,"RESIDENCE, HOME",1,13A,INTENTIONAL AGGRAVATED ASSAULT,7,CLUB,1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.16,-86.82,"(36.16, -86.82)",1414
20181059487_11,20181059487,S,SUSPECT,A,CLEARED BY ARREST,Closed,12/24/2018 13:45,12/24/2018 15:33,5TH AVE N & CHURCH ST,37219,4141,411,13,"HIGHWAY, ROAD, ALLEY",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,NON RESIDENT,36.163,-86.78,"(36.163, -86.78)",1765
20181062616_11,20181062616,D,DISPATCHED,O,OPEN,Open,12/26/2018 8:00,12/26/2018 8:42,SCOVEL ST,,,,7,CONVENIENCE STORE,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.17,-86.81,"(36.17, -86.81)",1468
20181066813_21,20181066813,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/27/2018 20:30,12/28/2018 1:46,300 RIO VISTA DR,37115,1713,715,90,APARTMENT,2,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.269,-86.683,"(36.269, -86.683)",2552
20181066483_11,20181066483,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/27/2018 19:05,12/27/2018 19:54,900 SCOVEL ST,37208,4303,617,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Unknown,RESIDENT,36.174,-86.794,"(36.174, -86.794)",1638
20181066903_11,20181066903,D,DISPATCHED,O,OPEN,Open,12/27/2018 22:40,12/28/2018 1:34,SAINT PAUL DR,,,,22,"RESIDENCE, HOME",1,13A,INTENTIONAL AGGRAVATED ASSAULT,7,CLUB,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.21,-86.59,"(36.21, -86.59)",3222
20181064078_12,20181064078,S,SUSPECT,O,OPEN,Open,12/26/2018 21:30,12/26/2018 22:10,FOSTER AVE,,,,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),2,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.12,-86.74,"(36.12, -86.74)",2101
20181064204_12,20181064204,D,DISPATCHED,O,OPEN,Open,12/26/2018 22:18,12/26/2018 23:36,OPRYLAND DR,,,,20,"PARKING LOT, GARAGE",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),2,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.21,-86.69,"(36.21, -86.69)",2506
20181060408_21,20181060408,D,DISPATCHED,O,OPEN,Open,12/24/2018 22:45,12/25/2018 1:52,ELLISTON ST,,,,22,"RESIDENCE, HOME",2,13C,ASSAULT- FEAR OF BODILY INJURY,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.26,-86.65,"(36.26, -86.65)",2837
20181060911_11,20181060911,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/25/2018 8:00,12/25/2018 9:30,2300 PATTERSON ST,37203,5619,813,9,"DRUG, STORE, DOCTOR'S OFFICE, HOSPITAL",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.153,-86.811,"(36.153, -86.811)",1471
20181057676_11,20181057676,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/23/2018 17:22,12/23/2018 19:25,1700 MERIDIAN ST,37207,1861,223,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Hispanic,RESIDENT,36.203,-86.766,"(36.203, -86.766)",1886
20181065890_11,20181065890,D,DISPATCHED,O,OPEN,Open,12/25/2018 2:51,12/27/2018 16:08,APACHE TRL,,,,20,"PARKING LOT, GARAGE",1,13A,"Assault, Aggravated - Deadly Weapon - Int/Kn",1,HANDGUN,1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Hispanic,RESIDENT,36.07,-86.69,"(36.07, -86.69)",2530
20181066743_11,20181066743,D,DISPATCHED,O,OPEN,Open,12/27/2018 21:35,12/27/2018 23:18,11TH AVE S,,,,20,"PARKING LOT, GARAGE",1,13A,INTENTIONAL AGGRAVATED ASSAULT,1,HANDGUN,1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.14,-86.79,"(36.14, -86.79)",1644
20181061624_12,20181061624,D,DISPATCHED,O,OPEN,Open,12/25/2018 20:50,12/25/2018 21:24,CHARLIE PL,,,,22,"RESIDENCE, HOME",1,13A,INTENTIONAL AGGRAVATED ASSAULT,01A,,2,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.22,-86.82,"(36.22, -86.82)",1404
20181061207_11,20181061207,D,DISPATCHED,O,OPEN,Open,12/25/2018 14:45,12/25/2018 16:12,EWING DR,,,,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.23,-86.78,"(36.23, -86.78)",1753
20181060048_12,20181060048,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/24/2018 20:49,12/24/2018 21:19,500 WILLIAMSBURG DR,37214,8945,533,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),2,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,UNKNOWN,36.125,-86.63,"(36.125, -86.63)",2959
20181058346_11,20181058346,D,DISPATCHED,O,OPEN,Open,12/24/2018 0:42,12/24/2018 5:50,RICHARDS RD,,,,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.07,-86.68,"(36.07, -86.68)",2645
20181057778_11,20181057778,D,DISPATCHED,O,OPEN,Open,12/23/2018 18:00,12/23/2018 22:15,HARDING PIKE,,,,23,RESTAURANT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.13,-86.84,"(36.13, -86.84)",1253
20181067090_11,20181067090,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/28/2018 2:30,12/28/2018 3:29,4500 POST RD,37205,5017,121,90,APARTMENT,1,13A,"Assault, Aggravated - Deadly Weapon - Int/Kn",1,HANDGUN,1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.128,-86.852,"(36.128, -86.852)",1197
20181060625_11,20181060625,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/25/2018 2:00,12/25/2018 5:15,5000 EDMONDSON PIKE,37211,8609,831,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.073,-86.733,"(36.073, -86.733)",2175
20181059620_11,20181059620,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/24/2018 15:20,12/24/2018 16:05,200 JOYNER AVE,37210,8317,313,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Hispanic,RESIDENT,36.116,-86.744,"(36.116, -86.744)",2102
20181059320_11,20181059320,D,DISPATCHED,O,OPEN,Open,12/24/2018 8:10,12/24/2018 13:45,CENTERVIEW DR,,,,5,"COMMERCIAL, OFFICE BUILDING",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.15,-86.63,"(36.15, -86.63)",2955
20181059223_22,20181059223,S,SUSPECT,A,CLEARED BY ARREST,Closed,12/24/2018 10:10,12/24/2018 11:18,5TH AVE N & HARRISON ST,37219,4203,411,13,"HIGHWAY, ROAD, ALLEY",2,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,2,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.17,-86.785,"(36.17, -86.785)",1701
20181059999_11,20181059999,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/24/2018 19:00,12/24/2018 21:23,4000 DICKERSON PIKE,37207,2131,725,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.277,-86.752,"(36.277, -86.752)",2007
20181066846_11,20181066846,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/27/2018 19:00,12/27/2018 23:55,900 PIN OAK DR,37013,8905,335,22,"RESIDENCE, HOME",1,13A,"Assault, Aggravated - Deadly Weapon - Int/Kn",01S,HANDGUN - SEMIAUTOMATIC,1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.051,-86.59,"(36.051, -86.59)",3249
20181063885_12,20181063885,D,DISPATCHED,O,OPEN,Open,12/26/2018 19:01,12/26/2018 20:49,FAIRVIEW DR,,,,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,2,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.21,-86.84,"(36.21, -86.84)",1240
20181067171_11,20181067171,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/28/2018 3:30,12/28/2018 5:37,2200 EASTLAND AVE,37206,1233,215,22,"RESIDENCE, HOME",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Unknown,RESIDENT,36.182,-86.727,"(36.182, -86.727)",2222
20181067024_11,20181067024,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/28/2018 0:39,12/28/2018 1:52,900 SCOVEL ST,37208,4303,617,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Unknown,RESIDENT,36.174,-86.794,"(36.174, -86.794)",1638
20181064578_11,20181064578,D,DISPATCHED,O,OPEN,Open,12/27/2018 2:00,12/27/2018 4:22,MURFREESBORO PIKE,,,,13,"HIGHWAY, ROAD, ALLEY",1,13A,"ASSAULT, VEHICULAR, AGGRAVATED",8,MOTOR VEHICLE,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.1,-86.81,"(36.1, -86.81)",1480
20181066625_11,20181066625,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/27/2018 8:00,12/27/2018 22:36,200 SEALEY DR,37115,1711,715,90,APARTMENT,1,13A,"ASSAULT, AGGRAVATED - STRANGULATION-INT/KN",1,HANDGUN,1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.27,-86.701,"(36.27, -86.701)",2439
20181057569_11,20181057569,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/23/2018 14:05,12/23/2018 18:09,2900 VAULX LN,37204,6957,823,22,"RESIDENCE, HOME",1,13A,AGGRAV ASSLT - FAMILY-GUN,1,HANDGUN,1,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.119,-86.779,"(36.119, -86.779)",1772
20181063893_11,20181063893,D,DISPATCHED,O,OPEN,Open,12/25/2018 20:30,12/26/2018 20:11,WHEELER AVE,,,,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.1,-86.74,"(36.1, -86.74)",2105
20181067002_11,20181067002,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/28/2018 1:00,12/28/2018 1:34,300 BROADWAY,37201,4105,421,13,"HIGHWAY, ROAD, ALLEY",1,13A,"Assault, Aggravated - Deadly Weapon - Int/Kn",7,CLUB,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,NON RESIDENT,36.161,-86.777,"(36.161, -86.777)",1765
20181059407_11,20181059407,D,DISPATCHED,O,OPEN,Open,12/24/2018 9:00,12/24/2018 0:56,HILLHURST DR,,,,22,"RESIDENCE, HOME",1,13A,INTENTIONAL AGGRAVATED ASSAULT,2,RIFLE,1,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.23,-86.77,"(36.23, -86.77)",1816
20181066538_11,20181066538,D,DISPATCHED,O,OPEN,Open,12/27/2018 20:00,12/28/2018 16:26,HENRY HALE BLVD,,,,22,"RESIDENCE, HOME",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.16,-86.8,"(36.16, -86.8)",1581
20181062262_11,20181062262,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,12/26/2018 4:20,12/26/2018 5:25,3800 NOLENSVILLE PIKE,37211,8415,317,20,"PARKING LOT, GARAGE",1,13A,INTENTIONAL AGGRAVATED ASSAULT,7,CLUB,1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.09,-86.733,"(36.09, -86.733)",2172
20181067336_21,20181067336,D,DISPATCHED,A,CLEARED BY ARREST,Closed,12/28/2018 6:30,12/28/2018 7:18,5000 EDMONDSON PIKE,37211,8611,833,90,APARTMENT,2,13B,SIMPLE ASSLT - STRANGULATION (NO LOSS OF CONSCIOUSNESS),9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Hispanic,RESIDENT,36.071,-86.734,"(36.071, -86.734)",2176
20181057610_11,20181057610,D,DISPATCHED,O,OPEN,Open,12/23/2018 16:13,12/23/2018 17:34,MURFREESBORO PIKE,,,,20,"PARKING LOT, GARAGE",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,NON RESIDENT,36.13,-86.71,"(36.13, -86.71)",2348
20181060400_11,20181060400,D,DISPATCHED,O,OPEN,Open,12/25/2018 1:00,12/25/2018 1:42,DOUBLETREE LN,,,,90,APARTMENT,1,13A,INTENTIONAL AGGRAVATED ASSAULT,15,OTHER,1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.09,-86.64,"(36.09, -86.64)",2916
